errors_7d,sessions_7d,failure_rate_7d,error_OtherError,supplier_A789408E,error_InternalError,error_ReaderFailure,supplier_F51175CB,supplier_03C1B10B,supplier_32EE10C9
7.0,14.0,0.0,130.0,False,0.0,0.0,False,False,False
8.0,15.0,0.4285714285714285,0.0,False,570.0,0.0,False,False,False
7.0,12.0,0.0,157.0,False,0.0,0.0,False,False,False
0.0,9.0,0.1428571428571428,586.0,False,0.0,0.0,False,False,False
7.0,9.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
3.0,11.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
7.0,10.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,13.0,0.8571428571428571,0.0,False,0.0,0.0,False,False,False
7.0,38.0,1.5714285714285714,0.0,False,0.0,0.0,False,False,False
0.0,21.0,0.4285714285714285,879.0,True,0.0,0.0,False,False,False
8.0,34.0,2.0,388.0,True,0.0,0.0,False,False,False
7.0,45.0,1.0,0.0,False,75.0,0.0,False,False,False
7.0,17.0,0.1428571428571428,0.0,False,122.0,0.0,False,False,False
6.0,24.0,0.5714285714285714,0.0,False,0.0,0.0,False,False,False
5.0,23.0,0.1428571428571428,0.0,False,228.0,0.0,False,False,False
8.0,12.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
0.0,2.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,2.0,0.0,0.0,False,820.0,0.0,False,False,False
7.0,19.0,0.0,0.0,False,272.0,0.0,False,False,False
7.0,19.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,18.0,0.0,0.0,False,1272.0,0.0,False,False,False
7.0,18.0,0.5714285714285714,1172.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,1172.0,0.0,False,False,False
0.0,0.0,0.0,551.0,False,0.0,0.0,False,False,False
0.0,3.0,0.0,0.0,False,2824.0,0.0,False,False,False
0.0,3.0,0.0,366.0,False,0.0,0.0,False,False,False
7.0,22.0,0.0,0.0,False,0.0,0.0,False,False,False
10.0,13.0,0.4285714285714285,0.0,False,0.0,0.0,False,False,False
1.0,7.0,0.1428571428571428,293.0,False,0.0,0.0,False,False,True
5.0,10.0,0.2857142857142857,1211.0,True,0.0,0.0,False,False,False
7.0,9.0,1.0,241.0,True,0.0,0.0,False,False,False
9.0,20.0,0.0,200.0,False,0.0,0.0,False,False,False
7.0,14.0,0.2857142857142857,293.0,False,0.0,0.0,False,False,False
8.0,20.0,0.0,714.0,False,0.0,0.0,False,False,False
10.0,9.0,0.0,133.0,False,0.0,0.0,False,False,False
3.0,10.0,0.4285714285714285,4180.0,False,0.0,0.0,False,False,False
10.0,14.0,0.0,0.0,False,0.0,0.0,False,False,False
1.0,10.0,1.4285714285714286,0.0,False,1172.0,0.0,False,False,False
1.0,10.0,1.4285714285714286,81.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,586.0,False,0.0,0.0,False,False,False
9.0,13.0,0.0,0.0,False,0.0,0.0,False,False,False
1.0,11.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,1513.0,0.0,False,False,False
7.0,16.0,0.2857142857142857,0.0,False,122.0,0.0,False,False,False
7.0,17.0,0.8571428571428571,0.0,False,238.0,0.0,False,False,False
9.0,27.0,0.4285714285714285,0.0,False,124.0,0.0,False,False,False
7.0,22.0,0.0,0.0,False,94.0,0.0,False,False,False
8.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,12.0,0.0,37.0,False,0.0,0.0,False,False,False
7.0,15.0,0.2857142857142857,0.0,False,123.0,0.0,False,False,False
8.0,26.0,0.1428571428571428,0.0,False,36.0,0.0,False,False,False
1.0,6.0,2.0,743.0,False,0.0,0.0,False,False,False
1.0,6.0,2.0,0.0,False,0.0,4.0,False,False,False
0.0,2.0,0.0,1713.0,False,0.0,0.0,False,False,False
4.0,10.0,0.0,5396.0,True,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,4147.0,0.0,False,False,False
0.0,0.0,0.0,4063.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,0.0,0.0,False,False,False
4.0,9.0,2.25,137.0,False,0.0,0.0,False,False,False
5.0,14.0,0.8571428571428571,0.0,False,586.0,0.0,False,False,False
5.0,14.0,0.8571428571428571,99.0,False,0.0,0.0,False,False,False
7.0,15.0,0.2857142857142857,342.0,False,0.0,0.0,False,False,False
8.0,11.0,0.1428571428571428,0.0,False,758.0,0.0,False,False,False
7.0,40.0,2.571428571428572,209.0,False,0.0,0.0,False,False,False
0.0,9.0,0.0,586.0,False,0.0,0.0,False,False,False
6.0,14.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
6.0,14.0,0.1428571428571428,0.0,False,3.0,0.0,False,False,False
7.0,21.0,0.0,0.0,False,62.0,0.0,False,False,False
5.0,2.0,0.0,0.0,False,3470.0,0.0,False,False,False
1.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
3.0,15.0,0.2857142857142857,161.0,False,0.0,0.0,False,False,True
8.0,14.0,0.0,0.0,False,536.0,0.0,False,False,False
3.0,9.0,0.1428571428571428,126.0,False,0.0,0.0,False,False,True
7.0,16.0,0.8571428571428571,320.0,False,0.0,0.0,False,False,False
4.0,5.0,2.0,0.0,False,1126.0,0.0,False,False,False
8.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
1.0,10.0,0.0,0.0,False,0.0,0.0,False,False,False
10.0,9.0,0.4285714285714285,0.0,False,0.0,0.0,False,False,False
7.0,15.0,0.5714285714285714,0.0,False,0.0,0.0,False,False,False
0.0,6.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,3.0,0.0,202.0,False,0.0,0.0,False,False,False
0.0,3.0,0.0,0.0,False,354.0,0.0,False,False,False
8.0,12.0,0.7142857142857143,0.0,False,0.0,0.0,False,False,False
8.0,38.0,4.142857142857143,283.0,True,0.0,0.0,False,False,False
6.0,9.0,0.0,181.0,False,0.0,0.0,False,False,False
7.0,27.0,0.4285714285714285,200.0,False,0.0,0.0,False,False,False
10.0,26.0,2.857142857142857,280.0,True,0.0,0.0,False,False,False
0.0,10.0,0.1428571428571428,293.0,True,0.0,0.0,False,False,False
8.0,30.0,2.0,865.0,False,0.0,0.0,False,False,False
0.0,1.0,0.0,0.0,False,1764.0,0.0,False,False,False
7.0,8.0,0.2857142857142857,132.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,610.0,False,0.0,0.0,False,False,False
0.0,4.0,0.0,0.0,False,192472.0,0.0,False,False,False
0.0,4.0,0.0,711.0,False,0.0,0.0,False,False,False
7.0,27.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,27.0,0.0,0.0,False,1.0,0.0,False,False,False
0.0,1.0,0.0,0.0,False,2041.0,0.0,False,False,False
0.0,1.0,0.0,957.0,False,0.0,0.0,False,False,False
7.0,14.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,14.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,3.0,0.0,2178.0,False,0.0,0.0,False,False,False
0.0,3.0,0.0,0.0,False,1748.0,0.0,False,False,False
5.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,10.0,0.4285714285714285,52.0,False,0.0,0.0,False,False,False
7.0,23.0,3.2857142857142856,216.0,False,0.0,0.0,False,False,True
0.0,1.0,0.0,0.0,False,3890.0,0.0,False,False,False
0.0,1.0,0.0,1547.0,False,0.0,0.0,False,False,False
2.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,21.0,0.7142857142857143,119.0,False,0.0,0.0,False,False,False
7.0,24.0,0.7142857142857143,242.0,True,0.0,0.0,False,False,False
5.0,20.0,1.0,10148.0,True,0.0,0.0,False,False,False
0.0,2.0,0.0,1870.0,False,0.0,0.0,False,False,False
0.0,2.0,0.0,0.0,False,1748.0,0.0,False,False,False
7.0,17.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
7.0,17.0,0.1428571428571428,0.0,False,162.0,0.0,False,False,False
7.0,8.0,0.0,99.0,False,0.0,0.0,False,False,False
8.0,11.0,0.5714285714285714,200.0,False,0.0,0.0,False,False,False
7.0,20.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,21.0,0.2857142857142857,120.0,True,0.0,0.0,False,False,False
10.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,14.0,2.0,0.0,False,4102.0,0.0,False,False,False
0.0,14.0,2.0,2975.0,False,0.0,0.0,False,False,False
0.0,4.0,0.3333333333333333,0.0,False,1505.0,0.0,False,False,False
0.0,4.0,0.3333333333333333,589.0,False,0.0,0.0,False,False,False
0.0,1.0,1.0,0.0,False,577.0,0.0,False,False,False
0.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,16.0,0.2857142857142857,278.0,False,0.0,0.0,False,False,False
9.0,12.0,0.1428571428571428,293.0,False,0.0,0.0,False,False,False
8.0,14.0,0.0,0.0,False,0.0,0.0,False,False,False
3.0,10.0,0.4285714285714285,2338.0,False,0.0,0.0,False,False,True
7.0,25.0,2.7142857142857144,312.0,False,0.0,0.0,False,False,False
7.0,14.0,1.1428571428571428,76.0,False,0.0,0.0,False,False,False
4.0,15.0,0.2857142857142857,5120.0,True,0.0,0.0,False,False,False
4.0,15.0,0.2857142857142857,0.0,True,0.0,0.0,False,False,False
0.0,7.0,0.0,0.0,False,0.0,0.0,False,True,False
0.0,10.0,0.1428571428571428,586.0,True,0.0,0.0,False,False,False
0.0,6.0,6.0,3117.0,False,0.0,0.0,False,False,False
7.0,39.0,5.142857142857143,673.0,False,0.0,0.0,False,False,False
0.0,20.0,6.0,0.0,False,981.0,0.0,False,False,False
0.0,20.0,6.0,1494.0,False,0.0,0.0,False,False,False
8.0,15.0,0.0,0.0,False,0.0,0.0,False,False,False
4.0,12.0,0.1428571428571428,293.0,False,0.0,0.0,False,False,False
0.0,2.0,0.0,0.0,False,89138.0,0.0,False,False,False
9.0,10.0,0.2857142857142857,0.0,False,246.0,0.0,False,False,False
9.0,10.0,0.2857142857142857,2356.0,False,0.0,0.0,False,False,False
4.0,11.0,0.0,124.0,False,0.0,0.0,False,False,False
7.0,19.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,14.0,0.0,1172.0,False,0.0,0.0,False,False,False
0.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
4.0,19.0,2.0,253.0,False,0.0,0.0,False,False,True
5.0,9.0,0.0,0.0,False,586.0,0.0,False,False,False
5.0,9.0,0.0,130.0,False,0.0,0.0,False,False,False
4.0,13.0,1.1428571428571428,586.0,False,0.0,0.0,False,False,False
0.0,14.0,1.0,0.0,False,0.0,0.0,False,True,False
7.0,23.0,0.8571428571428571,226.0,False,0.0,0.0,False,False,False
0.0,10.0,0.0,0.0,True,0.0,0.0,False,False,False
7.0,7.0,0.1428571428571428,157.0,False,0.0,0.0,False,False,False
1.0,18.0,0.2857142857142857,132.0,True,0.0,0.0,False,False,False
7.0,43.0,2.2857142857142856,209.0,False,0.0,0.0,False,False,False
7.0,19.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
8.0,16.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,13.0,0.4285714285714285,0.0,False,0.0,0.0,False,False,False
3.0,14.0,1.0,0.0,False,0.0,0.0,False,False,False
5.0,17.0,1.2857142857142858,0.0,False,562.0,0.0,False,False,False
5.0,17.0,1.2857142857142858,162.0,False,0.0,0.0,False,False,False
0.0,1.0,0.0,0.0,False,208.0,0.0,False,False,False
5.0,12.0,0.7142857142857143,0.0,False,1308.0,0.0,False,False,False
2.0,9.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
0.0,5.0,4.0,2555.0,False,0.0,0.0,False,False,False
0.0,7.0,0.0,0.0,True,0.0,0.0,False,False,False
2.0,8.0,0.0,146.0,False,0.0,0.0,False,False,False
5.0,7.0,0.0,0.0,False,0.0,0.0,False,False,False
2.0,10.0,0.0,0.0,False,1468.0,0.0,False,False,False
7.0,10.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
7.0,10.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,24.0,0.0,0.0,False,0.0,0.0,False,False,False
2.0,9.0,0.1428571428571428,516.0,False,0.0,0.0,False,False,False
1.0,12.0,0.1428571428571428,74.0,False,0.0,0.0,False,False,False
0.0,11.0,1.0,0.0,False,0.0,0.0,False,False,False
7.0,12.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
8.0,39.0,0.5714285714285714,203.0,False,0.0,0.0,False,False,False
8.0,33.0,0.0,0.0,False,179.0,0.0,False,False,False
8.0,49.0,2.0,0.0,False,704.0,0.0,False,False,False
0.0,0.0,0.0,101.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,254.0,0.0,False,False,False
4.0,14.0,0.1428571428571428,0.0,False,262.0,0.0,False,False,False
2.0,7.0,0.0,0.0,False,0.0,0.0,False,False,False
1.0,10.0,0.0,0.0,False,1567.0,0.0,False,False,False
8.0,15.0,1.0,0.0,False,1105.0,0.0,False,False,False
7.0,15.0,0.0,418.0,False,0.0,0.0,False,False,False
3.0,16.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
0.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
4.0,33.0,3.2857142857142856,0.0,False,282.0,0.0,False,False,False
5.0,9.0,0.0,293.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,67390.0,False,0.0,0.0,False,False,False
2.0,10.0,0.1428571428571428,5523.0,True,0.0,0.0,False,False,False
2.0,10.0,0.1428571428571428,0.0,True,0.0,0.0,False,False,False
8.0,19.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
0.0,24.0,0.0,293.0,False,0.0,0.0,False,False,False
2.0,14.0,0.0,359.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,1546.0,0.0,False,False,False
0.0,0.0,0.0,957.0,False,0.0,0.0,False,False,False
2.0,23.0,1.7142857142857142,0.0,False,3516.0,0.0,False,False,False
2.0,23.0,1.7142857142857142,620.0,False,0.0,0.0,False,False,False
7.0,26.0,3.142857142857143,199.0,True,0.0,0.0,False,False,False
7.0,26.0,3.142857142857143,0.0,True,0.0,0.0,False,False,False
0.0,1.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,1.0,0.0,0.0,False,174.0,0.0,False,False,False
8.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
4.0,14.0,0.0,810.0,False,0.0,0.0,False,False,True
1.0,19.0,0.2857142857142857,250.0,True,0.0,0.0,False,False,False
5.0,32.0,3.2857142857142856,0.0,False,144.0,0.0,False,False,False
7.0,18.0,0.5714285714285714,0.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,2950.0,False,0.0,0.0,False,False,False
1.0,3.0,1.5,586.0,False,0.0,0.0,False,False,False
0.0,9.0,0.0,157.0,False,0.0,0.0,False,False,False
8.0,20.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,41.0,0.2857142857142857,0.0,False,94.0,0.0,False,False,False
8.0,16.0,0.5714285714285714,293.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,669.0,0.0,False,False,False
0.0,0.0,0.0,1707.0,False,0.0,0.0,False,False,False
7.0,9.0,0.0,207.0,False,0.0,0.0,True,False,False
0.0,4.0,0.0,0.0,False,3074.0,0.0,False,False,False
0.0,4.0,0.0,1326.0,False,0.0,0.0,False,False,False
6.0,7.0,0.0,109.0,False,0.0,0.0,False,False,True
3.0,12.0,1.7142857142857142,418.0,False,0.0,0.0,False,False,False
4.0,14.0,0.5714285714285714,450.0,False,0.0,0.0,False,False,False
2.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
9.0,10.0,0.0,185.0,False,0.0,0.0,False,False,False
8.0,20.0,0.7142857142857143,126.0,False,0.0,0.0,False,False,False
3.0,30.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
0.0,14.0,0.5714285714285714,0.0,False,0.0,0.0,False,False,False
9.0,35.0,0.0,224.0,False,0.0,0.0,False,False,False
2.0,9.0,0.0,0.0,False,586.0,0.0,False,False,False
5.0,8.0,1.5,234.0,False,0.0,0.0,False,False,True
0.0,0.0,0.0,0.0,False,233.0,0.0,False,False,False
7.0,7.0,0.0,155.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,454.0,0.0,False,False,False
2.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,17.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
7.0,17.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
8.0,12.0,0.0,74.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,3368.0,0.0,False,False,False
0.0,0.0,0.0,587.0,False,0.0,0.0,False,False,False
7.0,16.0,0.8571428571428571,0.0,False,459.0,0.0,False,False,False
1.0,14.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
7.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,5.0,0.3333333333333333,0.0,False,880.0,0.0,False,False,False
0.0,5.0,0.3333333333333333,756.0,False,0.0,0.0,False,False,False
0.0,5.0,0.3333333333333333,0.0,False,0.0,0.0,False,False,False
7.0,18.0,0.0,162.0,False,0.0,0.0,False,False,False
7.0,18.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,18.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,1.0,0.0,71.0,False,0.0,0.0,False,False,False
0.0,1.0,0.0,0.0,False,1893.0,0.0,False,False,False
8.0,19.0,1.2857142857142858,0.0,False,58.0,0.0,False,False,False
0.0,3.0,0.0,986.0,False,0.0,0.0,False,False,False
6.0,16.0,1.4285714285714286,726.0,False,0.0,0.0,False,False,False
9.0,22.0,2.4285714285714284,2028.0,False,0.0,0.0,False,False,False
2.0,0.0,0.0,0.0,False,3145.0,0.0,False,False,False
2.0,0.0,0.0,544.0,False,0.0,0.0,False,False,False
7.0,10.0,0.0,0.0,False,389.0,0.0,False,False,False
8.0,16.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
8.0,16.0,0.2857142857142857,0.0,False,87.0,0.0,False,False,False
7.0,18.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,11.0,0.4285714285714285,414.0,False,0.0,0.0,False,False,False
7.0,13.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,2.0,0.0,0.0,False,4247.0,0.0,False,False,False
0.0,2.0,0.0,174.0,False,0.0,0.0,False,False,False
0.0,16.0,0.1428571428571428,293.0,True,0.0,0.0,False,False,False
6.0,11.0,1.1428571428571428,433.0,True,0.0,0.0,False,False,False
2.0,15.0,1.1428571428571428,0.0,True,0.0,0.0,False,False,False
2.0,15.0,1.1428571428571428,1.0,True,0.0,0.0,False,False,False
6.0,15.0,1.5714285714285714,204.0,False,0.0,0.0,False,False,False
8.0,18.0,0.1428571428571428,78.0,False,0.0,0.0,False,False,False
7.0,15.0,0.0,174.0,False,0.0,0.0,False,False,False
7.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,30.0,0.0,0.0,False,956.0,0.0,False,False,False
8.0,30.0,0.0,0.0,False,0.0,869.0,False,False,False
8.0,18.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,13.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
9.0,10.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,33.0,0.1428571428571428,0.0,False,47.0,0.0,False,False,False
9.0,41.0,1.8571428571428568,0.0,False,906.0,0.0,False,False,False
9.0,24.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,9.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,293.0,False,0.0,0.0,False,False,False
3.0,11.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
8.0,14.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
8.0,14.0,0.2857142857142857,145.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,9337.0,0.0,False,False,False
0.0,0.0,0.0,1689.0,False,0.0,0.0,False,False,False
7.0,11.0,0.0,162.0,False,0.0,0.0,False,False,True
0.0,8.0,0.0,586.0,False,0.0,0.0,False,False,False
0.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
5.0,34.0,0.0,274.0,False,0.0,0.0,False,False,False
0.0,16.0,0.0,0.0,False,0.0,293.0,False,False,False
0.0,16.0,0.0,0.0,False,293.0,0.0,False,False,False
3.0,4.0,0.6666666666666666,0.0,False,468.0,0.0,False,False,False
0.0,1.0,0.0,277.0,False,0.0,0.0,False,False,False
8.0,12.0,0.0,190.0,True,0.0,0.0,False,False,False
0.0,5.0,0.5,0.0,False,1848.0,0.0,False,False,False
0.0,5.0,0.5,90.0,False,0.0,0.0,False,False,False
7.0,13.0,0.4285714285714285,228.0,False,0.0,0.0,False,False,False
0.0,5.0,3.0,0.0,False,7792.0,0.0,False,False,False
0.0,5.0,3.0,1641.0,False,0.0,0.0,False,False,False
9.0,27.0,0.0,167.0,False,0.0,0.0,False,False,False
3.0,16.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,2.0,0.0,0.0,False,1848.0,0.0,False,False,False
0.0,2.0,0.0,90.0,False,0.0,0.0,False,False,False
7.0,19.0,0.0,38.0,False,0.0,0.0,False,False,False
7.0,19.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,22.0,0.0,170.0,False,0.0,0.0,False,False,True
2.0,9.0,0.3333333333333333,0.0,False,14234.0,0.0,False,False,False
8.0,13.0,0.0,0.0,False,708.0,0.0,False,False,False
2.0,21.0,0.2857142857142857,166.0,False,0.0,0.0,False,False,False
5.0,7.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,9.0,0.0,236.0,False,0.0,0.0,False,False,False
8.0,21.0,1.2857142857142858,134.0,False,0.0,0.0,False,False,False
3.0,10.0,0.5714285714285714,0.0,False,406.0,0.0,False,False,False
9.0,16.0,0.8571428571428571,128.0,False,0.0,0.0,False,False,False
3.0,8.0,0.0,0.0,False,0.0,0.0,False,True,False
3.0,8.0,0.0,0.0,False,0.0,0.0,False,True,False
2.0,8.0,0.0,0.0,True,0.0,0.0,False,False,False
0.0,10.0,0.1666666666666666,0.0,False,0.0,0.0,False,False,False
0.0,10.0,0.1666666666666666,0.0,False,352.0,0.0,False,False,False
9.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,9.0,0.0,285.0,False,0.0,0.0,False,False,False
0.0,1.0,0.0,0.0,False,9698.0,0.0,False,False,False
0.0,1.0,0.0,381.0,False,0.0,0.0,False,False,False
7.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,2.0,1.0,0.0,False,0.0,0.0,False,False,False
0.0,2.0,1.0,0.0,False,467.0,0.0,False,False,False
0.0,1.0,1.0,0.0,False,1172.0,0.0,False,False,False
0.0,1.0,1.0,493.0,False,0.0,0.0,False,False,False
6.0,13.0,0.4285714285714285,95.0,False,0.0,0.0,False,False,True
11.0,12.0,0.0,558.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,277.0,False,0.0,0.0,False,False,False
8.0,10.0,0.0,120.0,False,0.0,0.0,False,False,False
6.0,9.0,0.0,0.0,False,2218.0,0.0,False,False,False
8.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,2.0,0.0,0.0,False,255.0,0.0,False,False,False
3.0,10.0,0.1428571428571428,594.0,False,0.0,0.0,False,False,True
7.0,23.0,1.4285714285714286,372.0,False,0.0,0.0,False,False,True
7.0,57.0,1.8571428571428568,0.0,False,0.0,0.0,False,False,False
9.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
9.0,11.0,0.0,194.0,False,0.0,0.0,False,False,False
0.0,12.0,0.0,293.0,False,0.0,0.0,False,False,False
1.0,10.0,0.4285714285714285,0.0,False,0.0,0.0,False,True,False
1.0,10.0,0.4285714285714285,1.0,False,0.0,0.0,False,True,False
6.0,17.0,0.2857142857142857,274.0,True,0.0,0.0,False,False,False
2.0,21.0,1.7142857142857142,586.0,True,0.0,0.0,False,False,False
2.0,21.0,1.7142857142857142,0.0,True,0.0,0.0,False,False,False
0.0,10.0,0.0,0.0,False,293.0,0.0,False,False,False
7.0,25.0,0.7142857142857143,0.0,False,69.0,0.0,False,False,False
7.0,20.0,0.7142857142857143,0.0,False,0.0,0.0,False,False,False
7.0,12.0,0.0,0.0,False,91.0,0.0,False,False,False
8.0,9.0,1.1428571428571428,0.0,False,156.0,0.0,False,False,False
9.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
9.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
9.0,14.0,0.0,0.0,False,0.0,0.0,False,False,False
9.0,12.0,0.0,0.0,False,293.0,0.0,False,False,False
7.0,42.0,0.2857142857142857,199.0,False,0.0,0.0,False,False,False
9.0,31.0,0.2857142857142857,0.0,False,60.0,0.0,False,False,False
2.0,20.0,0.5714285714285714,0.0,False,293.0,0.0,False,False,False
7.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,12.0,0.0,0.0,False,60.0,0.0,False,False,False
2.0,15.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,65.0,0.1428571428571428,0.0,False,0.0,407.0,False,False,False
7.0,65.0,0.1428571428571428,0.0,False,407.0,0.0,False,False,False
7.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
10.0,16.0,0.0,0.0,False,128.0,0.0,False,False,False
8.0,31.0,0.0,854.0,False,0.0,0.0,False,False,False
8.0,30.0,0.2857142857142857,0.0,False,110.0,0.0,False,False,False
7.0,39.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
6.0,22.0,0.5714285714285714,0.0,False,180.0,0.0,False,False,False
1.0,10.0,0.0,0.0,False,586.0,0.0,False,False,False
1.0,10.0,0.0,1172.0,False,0.0,0.0,False,False,False
2.0,1.0,0.0,0.0,False,371.0,0.0,False,False,False
5.0,8.0,0.0,166.0,False,0.0,0.0,False,False,False
7.0,13.0,0.0,270.0,False,0.0,0.0,False,False,False
5.0,7.0,0.0,0.0,False,0.0,0.0,False,False,False
5.0,12.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,1893.0,0.0,False,False,False
0.0,0.0,0.0,71.0,False,0.0,0.0,False,False,False
0.0,16.0,0.0,257.0,False,0.0,0.0,False,False,False
7.0,13.0,0.5714285714285714,0.0,False,232.0,0.0,False,False,False
8.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
10.0,25.0,1.2857142857142858,404.0,False,0.0,0.0,False,False,False
2.0,10.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
8.0,9.0,0.4285714285714285,1172.0,False,0.0,0.0,False,False,False
0.0,13.0,0.0,293.0,False,0.0,0.0,False,False,False
0.0,3.0,1.0,0.0,False,85.0,0.0,False,False,False
0.0,3.0,1.0,0.0,False,0.0,0.0,False,False,False
1.0,12.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
0.0,9.0,0.0,293.0,False,0.0,0.0,False,False,False
9.0,32.0,3.4285714285714284,340.0,False,0.0,0.0,False,False,False
3.0,8.0,0.1428571428571428,404.0,True,0.0,0.0,False,False,False
8.0,7.0,0.0,471.0,False,0.0,0.0,False,False,False
8.0,11.0,0.2857142857142857,0.0,False,0.0,0.0,False,True,False
8.0,14.0,0.7142857142857143,0.0,False,339.0,0.0,False,False,False
2.0,13.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
2.0,13.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
8.0,10.0,0.0,0.0,False,0.0,0.0,False,False,False
